drug_name,target,combined_genes,num_combined_genes
RAF265,['KDR'],"['ABHD16B', 'ABHD17AP1', 'ACO1', 'ACTG1P3', 'ACTN4P1', 'ADRM1', 'ALCAM', 'ALPP', 'ALS2CL', 'AMIGO2', 'ANXA2P2', 'ANXA8', 'AOX1', 'API5P1', 'ARL6IP1', 'ARPC3P1', 'ARSJ', 'ATG9A', 'BANF1P3', 'BTC', 'BZW1P2', 'CAPN12', 'CARD10', 'CASK', 'CBR4', 'CCNG1', 'CCT7P1', 'CDC42P6', 'CDCP1', 'CGB7', 'CHCHD2P2', 'CHCHD2P6', 'CHCHD2P9', 'CHMP4C', 'CHORDC2P', 'CKS1BP7', 'COL7A1', 'COX6A1P2', 'DCBLD1', 'DCBLD2', 'DGKZP1', 'DNAH5', 'DNAJB2', 'DSP', 'DUS3L', 'EEF1DP1', 'EPHA2', 'EPN1', 'F8A3', 'FAM157C', 'FAM160A1', 'FAM207BP', 'FGD6', 'FKBP1C', 'FLII', 'FOXQ1', 'FTH1P12', 'FTH1P7', 'GLIS3', 'GLRX3P2', 'GMPSP1', 'GPRC5C', 'GRN', 'HCG4', 'HM13', 'HMGB3P6', 'HMGN2P4', 'HNRNPA3P10', 'HNRNPA3P6', 'HOMER3', 'HRH1', 'HSPA1B', 'HSPBP1', 'HSPD1P11', 'HSPE1P2', 'HTATIP2', 'ID1', 'IL1R1', 'IL6', 'INHBB', 'INSIG2', 'INTS9', 'IQGAP1', 'ITGA3', 'ITGB1', 'JAG1', 'KDR', 'KIF4B', 'KRT19', 'KRT8P17', 'KRT8P32', 'LINC01111', 'LINC01303', 'LINC02535', 'LMNB2', 'LRP10', 'LRRC8E', 'MAGOH3P', 'MBLAC2', 'MDM2', 'METRNL', 'MIB2', 'MID2', 'MIR22HG', 'MIR31HG', 'MIR3615', 'MIR564', 'MRPS24', 'MTATP8P1', 'MVP', 'MYL6P5', 'MYOF', 'MYOM3', 'MZT2B', 'NCKAP1', 'NDUFA5P11', 'NECTIN3', 'NME2P1', 'NNMT', 'NOL3', 'NPY4R', 'NPY4R2', 'NTF3', 'PERP', 'PIGUP1', 'PIK3R6', 'PKP3', 'PLCXD1', 'PLEKHA6', 'PLK2', 'PMEPA1', 'PPDPF', 'PPIAP22', 'PPIAP31', 'PPP1R14BP3', 'PSG1', 'PSMA6P1', 'PSMC1P1', 'PSORS1C1', 'QSOX1', 'RAB1C', 'RBM8B', 'RFX8', 'RPL35P1', 'RPL35P5', 'RPS2P1', 'RTN3P1', 'RTN4', 'S100A10', 'SBNO2', 'SEPHS1P4', 'SERINC2', 'SERPINF1', 'SH3RF2', 'SIL1', 'SIVA1', 'SKA2P1', 'SLC2A4RG', 'SLC9A3R2', 'SMARCD1', 'SNORA51', 'SNX33', 'SNX7', 'SPCS2P4', 'STBD1', 'STIP1P3', 'SUMO2P1', 'TAGLN2P1', 'TBX15', 'TECRP1', 'TEDC1', 'TJP1', 'TMED7', 'TMED9', 'TMEM14DP', 'TMEM54', 'TMEM88B', 'TMSB4XP6', 'TMSB4XP8', 'TNFAIP1', 'TNFRSF6B', 'TOM1L2', 'TOP2B', 'TPI1P1', 'TRMT112P6', 'TRMT61A', 'TSPAN1', 'TUBAP2', 'TVP23B', 'UBE2SP1', 'UBE2SP2', 'UBE2V1P2', 'UCKL1', 'UGT1A1', 'UGT1A3', 'UGT1A4', 'UQCC3', 'YBX1P1', 'ZGPAT', 'ZMAT3']",200
IPATASERTIB,['AKT1'],"['ABCB1', 'ABHD18', 'ABT1', 'ADGRB3', 'AKR1C5P', 'AKT1', 'AKT3', 'ALDH6A1', 'ANGPTL4', 'ANKRD1', 'ANO5', 'ARID3B', 'ATP2A3', 'ATP6V0A4', 'ATP6V1E2', 'BBOF1', 'BBS10', 'BCAR3', 'BCL3', 'BDNF', 'BEND7', 'CA12', 'CACNG6', 'CAPN12', 'CAPN2', 'CAPN9', 'CATSPER1', 'CAV2', 'CAVIN3', 'CCDC63', 'CCDC88C', 'CD44', 'CEACAM21', 'CEP295NL', 'CHML', 'CLIP1', 'CLK3P2', 'CNKSR2', 'COL6A5', 'COL8A2', 'CRAT', 'CREB3L1', 'CRTAC1', 'CTGF', 'CUEDC1', 'CYP2A6', 'CYP2A7', 'CYP7B1', 'DFFB', 'DLG5', 'DLL3', 'DNAH14', 'DNAJC6', 'DOCK5', 'E2F6', 'EFEMP2', 'EGFEM1P', 'EGFR', 'EPHA2', 'FAM89A', 'FBXO27', 'FEZ2', 'FHL2', 'FITM1', 'FMN2', 'FRAT2', 'GABPB2', 'GART', 'GPR68', 'HMGA1', 'HMGB1P3', 'HOTAIR', 'HOXC11', 'HRH1', 'HS3ST5', 'HTR7P1', 'HYI', 'IGF2BP2', 'IL18', 'IL1R1', 'IQSEC2', 'IRAK2', 'IRX3', 'ITGB1', 'ITGB8', 'ITSN1', 'KCNH8', 'KCNJ8', 'KCNN4', 'KCNQ5', 'KIAA1217', 'KIFC3', 'LDAH', 'LINC00313', 'LINC00492', 'LINC00626', 'LINC00707', 'LINC00888', 'LINC00945', 'LINC01111', 'LINC01116', 'LINC01273', 'LINC01411', 'LINC01465', 'LINC02535', 'LMAN1L', 'LMO7', 'LNCOC1', 'LRIG1', 'LRPPRC', 'LY6K', 'LYAR', 'MACO1', 'MAFF', 'MED4', 'METTL21A', 'MIR137HG', 'MIR22HG', 'MSRB3', 'MT2A', 'MYOF', 'NARS2', 'NEDD4L', 'NEGR1', 'NFAT5', 'NOL4', 'NRG3', 'NUPR1', 'OPTN', 'PAX6', 'PEAR1', 'PER2', 'PICART1', 'PLEK', 'PLXDC1', 'POLR3G', 'PRAME', 'PRNP', 'PRSS23', 'PSG1', 'PTPN14', 'QDPR', 'RAET1G', 'RANBP3L', 'RBM11', 'RGS16', 'RGS3', 'RIMS2', 'RMND5A', 'RNF207', 'RPL39P5', 'RPS12P2', 'RRP15', 'RTN4', 'RXRA', 'S100A6', 'SCN9A', 'SEC1P', 'SERPINE1', 'SERPINE3', 'SETDB2', 'SH3TC2', 'SHMT2', 'SIAH2', 'SLAIN1', 'SLC12A4', 'SLC6A15', 'SLC7A8', 'SLC9A3R2', 'SMIM13', 'SMIM14', 'SNCA', 'SNX21', 'SNX7', 'SREBF2', 'SYDE1', 'SYT9', 'TBC1D2', 'TESK1', 'TFE3', 'TGFB3', 'TGFBR2', 'THBS1', 'TMCC2', 'TMEM108', 'TMEM74', 'TMEM8B', 'TMSB4X', 'TP53I11', 'TPM2', 'TSPAN19', 'TTLL4', 'WWTR1', 'YAP1', 'ZCCHC2', 'ZFHX4', 'ZHX2', 'ZNF488', 'ZNF710', 'ZNF75D']",200
CEDIRANIB,['KDR'],"['ABHD16B', 'ABHD17AP1', 'ABTB2', 'ACOX2', 'ACTG1P3', 'ACTN4P1', 'ADAMTS15', 'ADGRG6', 'ADRM1', 'AGER', 'AK1', 'ALPP', 'AMBN', 'ANXA2P2', 'ANXA8', 'AOX1', 'API5P1', 'ARPC3P1', 'BAG3', 'BANF1P3', 'BCAN', 'BLID', 'BZW1P2', 'C2CD4D', 'CAVIN3', 'CBR4', 'CCDC167', 'CCDC68', 'CCNG1', 'CCT7P1', 'CD109', 'CD4', 'CD55', 'CDC42P6', 'CDCP1', 'CHCHD2P2', 'CHCHD2P6', 'CHCHD2P9', 'CHORDC2P', 'CKS1BP7', 'CLIP1', 'COL7A1', 'COX6A1P2', 'CTSL', 'CXCL3', 'DGKZP1', 'DOCK5', 'DOCK9', 'DVL1', 'DYM', 'EEF1DP1', 'EFHD2', 'EIF4ENIF1', 'ELFN2', 'EPN1', 'EPS8', 'ERLEC1P1', 'F8A3', 'FAM157C', 'FAM207BP', 'FILNC1', 'FKBP1C', 'FMN1', 'FTH1P12', 'FTH1P7', 'GATA6', 'GLRX3P2', 'GMPSP1', 'HEATR5A', 'HMGB3P6', 'HMGN2P4', 'HNRNPA3P10', 'HNRNPA3P6', 'HOMER3', 'HRH1', 'HSPBP1', 'HSPD1P11', 'HSPE1P2', 'ID1', 'IL17RC', 'IL1RAPL1', 'IL1RL1', 'KDR', 'KIF4B', 'KIFC3', 'KLF4', 'KRT15', 'KRT18P16', 'KRT18P23', 'KRT18P38', 'KRT18P39', 'KRT18P58', 'KRT8P14', 'KRT8P32', 'KRT8P45', 'KRT8P8', 'KRT8P9', 'LINC00243', 'LINC00707', 'LINC00877', 'LINC00941', 'LINC02535', 'LMNB2', 'LRP10', 'MAGOH3P', 'MALL', 'MCIDAS', 'MDM2', 'MED4', 'METRNL', 'MIB2', 'MID2', 'MIR3615', 'MIR564', 'MMP1', 'MOK', 'MRPS24', 'MTATP8P1', 'MYL6P5', 'MZT2B', 'N4BP2L1', 'N4BP2L2', 'NDUFA5P11', 'NME2P1', 'NOS1AP', 'PDE7A', 'PDP1', 'PER4', 'PHLDA2', 'PIGUP1', 'PLEK2', 'PPDPF', 'PPFIA1', 'PPIAP22', 'PPIAP31', 'PPP1R14BP3', 'PSCA', 'PSMA6P1', 'PSMC1P1', 'PSTPIP1', 'PUS10', 'PWAR6', 'RAB1C', 'RAET1G', 'RBM8B', 'RFX8', 'RP1', 'RPL35P1', 'RPL35P5', 'RPS2P1', 'RTN3P1', 'SBNO2', 'SEPHS1P4', 'SH2D1B', 'SH3TC2', 'SIVA1', 'SKA2P1', 'SLC20A1', 'SLC2A4RG', 'SMAD4', 'SOX13', 'SPCS2P4', 'SPRYD3', 'SPSB1', 'SRGAP1', 'STEAP2', 'STIP1P3', 'SUMO2P1', 'SYNJ2', 'SYTL2', 'TAGLN2P1', 'TDG', 'TECRP1', 'TEDC1', 'TMC7', 'TMCC3', 'TMCO4', 'TMEM14DP', 'TMEM88B', 'TMSB4XP6', 'TMSB4XP8', 'TNC', 'TNFRSF6B', 'TPBG', 'TPI1P1', 'TRABD2A', 'TRMT112P6', 'TRMT61A', 'TUBAP2', 'UBE2SP1', 'UBE2SP2', 'UBE2V1P2', 'UCKL1', 'UQCC3', 'YBX1P1', 'ZBTB5', 'ZGPAT', 'ZMAT3', 'ZNF423', 'ZNF519', 'ZNF660']",201
SILMITASERTIB,['CSNK2A1'],"['ABHD11', 'ACP2', 'ACTBL2', 'ADAM32', 'ADAM3B', 'ADAM9', 'AMER3', 'AMY2B', 'ARSA', 'ATP6AP1', 'ATP6V0A4', 'B3GNT7', 'BACE2', 'BICRAL', 'BORCS8', 'C1QTNF4', 'C2CD4D', 'CALR', 'CALR4P', 'CANX', 'CAPN12', 'CAPS', 'CCDC169', 'CCDC9B', 'CCNL1', 'CD44', 'CD63', 'CDCP1', 'CDH8', 'CEMIP2', 'CLCF1', 'CLDN23', 'CMTM7', 'CNTRL', 'COBLL1', 'CPSF7', 'CPT1B', 'CRELD2', 'CRYZL2P', 'CSNK2A1', 'CTDSPL2', 'CTGF', 'CTSL', 'CYB561D2', 'DCDC2B', 'DGKQ', 'DLL1', 'DND1P1', 'DPP4', 'EFCAB7', 'EIF6', 'FAM71F2', 'FAM72B', 'FCHSD1', 'FEM1C', 'FHL2', 'GLMP', 'GMPPB', 'GPX8', 'GRAMD2B', 'H3F3AP4', 'HEATR5A', 'HEXIM2', 'HM13', 'HMG20B', 'HPX', 'HRH1', 'HSDL2', 'HSPA12A', 'IDUA', 'IGSF8', 'IL17RC', 'IQGAP1', 'ISG20', 'ITGB1', 'KDELR3', 'KHDC1L', 'KIR3DX1', 'LAMB2', 'LCN12', 'LIN7A', 'LINC00284', 'LINC00336', 'LINC00649', 'LINC01410', 'LINC01623', 'LINC02535', 'LMF2', 'LRAT', 'MAFF', 'MAN2B2', 'MANBAL', 'MANF', 'MAP3K4', 'MCEMP1', 'MFGE8', 'MFSD12', 'MIR22HG', 'MIR600HG', 'MLPH', 'MUC5B', 'MVP', 'MYO1C', 'MYOF', 'NCSTN', 'NECTIN2', 'NECTIN3', 'NEK6', 'NLRP9P1', 'NPAS2', 'NPIPA7', 'NR4A2', 'NREP', 'NRXN2', 'OCEL1', 'P2RY14', 'PAN2', 'PDIA4', 'PDZK1P1', 'PER2', 'PIM1', 'PLA2G4B', 'PLOD1', 'PLOD3', 'PLXNB2', 'PNPLA2', 'POMGNT1', 'PRPF38B', 'PRPF39', 'PRSS23', 'PTPRJ', 'PTTG1IP', 'QSOX1', 'RAB17', 'RABAC1', 'RABGAP1L', 'RASD1', 'RASSF7', 'RBM38', 'RETSAT', 'RGL3', 'RHBDF1', 'RIPPLY2', 'RN7SKP80', 'RNF14', 'RPL10AP5', 'RPL35P4', 'RPS16P5', 'RPSAP36', 'RRBP1', 'RTN4', 'S100A1', 'S100A13', 'SAA3P', 'SCAI', 'SEC1P', 'SEMA3B', 'SH3D21', 'SH3TC2', 'SLC12A2', 'SLC17A5', 'SLC30A3', 'SNORD22', 'SNX7', 'SOHLH2', 'SPINK13', 'SRI', 'SRSF5', 'STXBP6', 'SUCLG2', 'SUCLG2P2', 'SUZ12P1', 'SYNE4', 'TAS2R30', 'TIMP1', 'TMBIM4', 'TMED9', 'TMEM139', 'TMEM165', 'TMEM184B', 'TMEM187', 'TMEM43', 'TMEM63A', 'TMEM79', 'TNFAIP1', 'TNFRSF11B', 'TNFRSF13B', 'TOR1AIP2', 'TRAF3IP3', 'TREM2', 'TRMT13', 'TUBA1C', 'TXNDC11', 'UBE3C', 'UGGT2', 'VMAC', 'WEE2', 'WWTR1', 'ZNF292', 'ZNF603P', 'ZNF705E']",201
TIVANTINIB,['MET'],"['ACSM5', 'ACTBP13', 'ADAMTS15', 'ADAMTS16', 'AMER1', 'ANXA1', 'ARFGAP3', 'BCAM', 'BICDL1', 'BICDL2', 'BICRAL', 'BSPRY', 'C1R', 'CAMSAP3', 'CAPN12', 'CAVIN3', 'CCDC60', 'CCDC88C', 'CCNB1IP1', 'CCND1', 'CD109', 'CD44', 'CD63', 'CDCA8', 'CDCP1', 'CHAF1A', 'CHD4', 'CHMP4B', 'CKMT1A', 'COL5A2', 'COMTD1', 'CRB3', 'CSF1', 'CST5', 'CTGF', 'CTNNA1', 'CTSD', 'CYTH3', 'DAB2', 'DBF4', 'DEPDC5', 'DHRS13', 'EHD4', 'EIF3L', 'EMP3', 'EPS8L2', 'ESRP2', 'F12', 'FCGR2A', 'FHL2', 'FLVCR1', 'FRMD5', 'FTH1P20', 'GABRP', 'GGA2', 'GIPC1', 'GNAT1', 'GPX1', 'GPX8', 'GRHL1', 'GSN', 'GTPBP3', 'H3F3AP6', 'HENMT1', 'HGF', 'HIF1A', 'HMGN1P18', 'HNRNPA1P48', 'HNRNPA1P64', 'HNRNPA1P7', 'HNRNPD', 'HNRNPL', 'INPP5B', 'ITGA5', 'JAG2', 'JTB', 'KLF4', 'KRT18P16', 'KRT18P18', 'KRT18P24', 'KRT18P39', 'KRT19P1', 'KRT8P18', 'KRT8P45', 'LATS1', 'LINC00941', 'LINC01085', 'LINC01588', 'LINC01894', 'LLGL2', 'LMCD1', 'LRRC26', 'LRRC45', 'MARS2', 'MBNL2', 'MCRIP2', 'MEIS3P2', 'MET', 'MGLL', 'MIF', 'MMP14', 'MRC2', 'MRM3', 'MRPS26', 'MRPS34', 'MSN', 'MT2A', 'MVP', 'MYOF', 'NANOS2', 'NAV2', 'NAV3', 'NDUFAB1', 'NEXN', 'NPC2', 'NPM1P37', 'NPM1P6', 'NRP2', 'NSUN5', 'OLFML2B', 'OVOL2', 'PAEP', 'PAM16', 'PAXIP1', 'PAXX', 'PDP1', 'PHLDA2', 'PIP4P2', 'PLS1', 'POLR3K', 'POU2F1', 'PRDM15', 'PRKAR1B', 'PRSS23', 'PSMA6P2', 'PSORS1C1', 'PTBP1', 'PTMAP3', 'R3HDM1', 'RAB25', 'RAB31', 'RAP1GAP2', 'RAPGEF5', 'RASAL1', 'RHPN1', 'RIPK4', 'RPL5P28', 'RPS15AP1', 'RPS6KL1', 'RPS7P11', 'RPS7P3', 'RSBN1L', 'RSPO3', 'SAMD4A', 'SDHCP4', 'SH3TC2', 'SLC29A2', 'SLC2A1', 'SLC35D2', 'SNORA26', 'SNORD58B', 'SORL1', 'SOX13', 'SP4', 'SPIRE2', 'SPTBN2', 'SRSF8', 'STARD8', 'SYNC', 'TBP', 'TCP1', 'TCTEX1D4', 'TFAP4', 'TFPI', 'TGFBI', 'THBS1', 'THEM6', 'THOC1', 'TIMP2', 'TMCO6', 'TMEM238', 'TNFAIP6', 'TPD52L2', 'TSEN54', 'TSPAN1', 'TTC9', 'TXNDC2', 'UBTF', 'VIM', 'VWCE', 'WAS', 'WFDC3', 'WNK2', 'ZBED4', 'ZBTB24', 'ZCCHC24', 'ZCCHC8', 'ZDHHC23', 'ZNF273', 'ZNF415P1']",200
LEFLUNOMIDE,['DHODH'],"['ADAM12', 'ADAMTS1', 'ADAMTS15', 'ANTXR1', 'ARHGAP5', 'ARSJ', 'ASB9', 'ATP6V1D', 'ATXN7L2', 'AXL', 'BAG3', 'BCAR1', 'BICC1', 'C1QTNF2', 'CALD1', 'CALHM5', 'CAPN12', 'CAVIN1', 'CCDC80', 'CCDC88C', 'CD109', 'CD44', 'CD63', 'CDCP1', 'CDH2', 'CDSN', 'CHST3', 'CKAP4', 'CLMAT3', 'CLMP', 'CNN3', 'COL12A1', 'COL18A1', 'COL1A1', 'COL4A1', 'COL4A2', 'COL5A1', 'COL5A2', 'COL6A1', 'COL6A2', 'CTGF', 'CTSD', 'CYFIP2', 'DHODH', 'DKK3', 'DNAH5', 'EDIL3', 'EML1', 'EPHA2', 'EVA1A', 'EXT1', 'FAM114A1', 'FAM20C', 'FAM210B', 'FAM234A', 'FAM78A', 'FBXO32', 'FGD3', 'FN1', 'FRMD5', 'FRMD6', 'FSIP1', 'FSTL1', 'FZD7', 'GFPT2', 'GJA1', 'GNG12', 'GPR176', 'GPX8', 'GSN', 'GXYLT2', 'HAS2', 'HCG4', 'HEATR5A', 'HEG1', 'HKDC1', 'HSPB8', 'HSPD1P11', 'HTATIP2', 'HTR7P1', 'HTRA1', 'IER5L', 'IGFBP1', 'IL17RC', 'ITGAV', 'ITGB1', 'ITGB5', 'JAG1', 'KIFC3', 'KIRREL1', 'KRT15', 'LARP6', 'LAYN', 'LCA5', 'LGALS3', 'LINC00702', 'LINC01111', 'LINC01116', 'LMCD1', 'LMNA', 'LOX', 'LOXL1', 'LOXL2', 'LRP1', 'MANBAL', 'MARS2', 'MATN2', 'MID2', 'MIR100HG', 'MIR22HG', 'MIR31HG', 'MMP2', 'MSANTD3', 'MSRB3', 'MT2A', 'MXRA7', 'MYLK', 'MYOF', 'NAV2', 'NBEAL2', 'NDST1', 'NECTIN3', 'NGF', 'NID1', 'NMRAL2P', 'NPC2', 'NPRL2', 'NRG1', 'NRP2', 'NUAK1', 'OLFML2A', 'P3H2', 'PALLD', 'PARVA', 'PCDHGA1', 'PCDHGA8', 'PCDHGB4', 'PERP', 'PICART1', 'PIK3AP1', 'PLEK2', 'PLOD2', 'PLXNA1', 'PMEPA1', 'PPP1R1A', 'PRKD1', 'PRR16', 'PRSS23', 'PTPN14', 'PTPRK', 'PXDC1', 'PXN', 'RBMS3', 'RGS16', 'RTL8B', 'RTN4', 'SCARA3', 'SCHIP1', 'SERPINH1', 'SLAMF1', 'SLC22A17', 'SLIT3', 'SNX21', 'SNX7', 'SOX13', 'SPARC', 'SPOCK1', 'SRPX', 'SSPN', 'STYK1', 'SYDE1', 'SYNJ2', 'SYNPO', 'TCEAL3', 'TGFB1I1', 'TGFB2', 'THBS1', 'THBS2', 'TMC8', 'TMEM45A', 'TNC', 'TOM1L2', 'TPM1', 'TPST1', 'TSPAN1', 'UACA', 'UBE2D3', 'VASN', 'VMP1', 'VSIG10', 'WAS', 'WTAPP1', 'WWTR1', 'ZBTB20', 'ZNF296']",195
NAVITOCLAX,['BCL2'],"['ABHD18', 'ADAM9', 'ADAMTSL5', 'ADRA1B', 'AJUBA', 'ALDH1A3', 'ALOXE3', 'ALS2CL', 'ANKRD2', 'ANKRD44', 'ANXA2P3', 'ARHGAP9', 'ARHGEF16', 'ARSJ', 'ATP2C2', 'ATP6V0A2', 'AVPI1', 'BAG3', 'BCAM', 'BCAR3', 'BCL2', 'BCL2L11', 'CAPN2', 'CAV2', 'CAVIN1', 'CCNJ', 'CDKAL1', 'CDKN2AIP', 'CELF6', 'CEP164P1', 'CEP170B', 'CIRBP', 'CLIP4', 'CNOT6L', 'CTGF', 'CTSL', 'CTSV', 'CXXC1', 'DCK', 'DMKN', 'DPY19L2P2', 'DYM', 'EGFR', 'EIF4EBP2', 'EPN3', 'EPPK1', 'ERBB2', 'FAM160A1', 'FAM76B', 'FAM83H', 'FANCF', 'FBXO25', 'FGFBP1', 'FKBP5', 'FOXN3', 'FOXO4', 'FTH1', 'GK', 'GNG2', 'GPATCH11', 'GPX8', 'GRHL3', 'GRTP1', 'GUSBP4', 'HES2', 'IER3', 'IFITM3', 'IL6STP1', 'INAVA', 'IQANK1', 'ITGB1', 'ITGB4', 'ITGB5', 'KDM2B', 'KIAA1522', 'KIFC3', 'KLF5', 'KRT18', 'KRT18P1', 'KRT18P10', 'KRT18P16', 'KRT18P28', 'KRT18P38', 'KRT8', 'KRT8P3', 'KRT8P36', 'KRT8P45', 'LAMA5', 'LGALS3BP', 'LIG1', 'LIMD2', 'LINC00707', 'LINC01123', 'LINC01271', 'LIPH', 'LMNA', 'LNCOC1', 'LPIN3', 'LRRC18', 'LY6K', 'MACO1', 'MAP3K6', 'MARVELD3', 'MDM1', 'MIR22HG', 'MISP', 'MT2A', 'MTMR11', 'MUC3A', 'MYB', 'MYH14', 'MYO1C', 'MYOF', 'N4BP2L1', 'NCEH1', 'NNT', 'NQO1', 'NTF4', 'ORAI2', 'PARVA', 'PATJ', 'PCM1', 'PDXP', 'PERP', 'PHACTR1', 'PIK3AP1', 'PKP3', 'PLCD3', 'PLCL2', 'PLEKHH1', 'PLOD3', 'PLXNC1', 'POT1', 'POU2F1', 'PPL', 'PRNP', 'PRSS23', 'PSORS1C1', 'PTPRU', 'RHBDF1', 'RHOC', 'RIN1', 'RMND5A', 'RNF138', 'RPS11', 'RTKN', 'S100A10', 'S100A11', 'S100A14', 'S100A16', 'SCAF4', 'SEMA3C', 'SEPT10P1', 'SF3A2', 'SFN', 'SFTA1P', 'SH3TC2', 'SHC1', 'SLC52A3', 'SMAP1', 'SNX21', 'SOWAHC', 'SSH3', 'ST8SIA4', 'SYDE1', 'SYT8', 'TACC2', 'TFAP2C', 'TLCD1', 'TLCD2', 'TMC7', 'TMEM144', 'TNK1', 'TNS4', 'TOP2B', 'TRPM4', 'TSKU', 'TSPAN1', 'TSPAN6', 'TWF1P1', 'WIPF1', 'WWTR1', 'YEATS4', 'ZBTB45P1', 'ZBTB45P2', 'ZEB2', 'ZNF17', 'ZNF204P', 'ZNF22', 'ZNF224', 'ZNF273', 'ZNF292', 'ZNF420', 'ZNF512', 'ZNF529', 'ZNF566', 'ZNF675', 'ZNF708']",198
AFURESERTIB,['AKT1'],"['ABCB1', 'ABT1', 'ADGRB3', 'AKR1C5P', 'AKT1', 'AKT3', 'ALDH6A1', 'ANO5', 'ARID3B', 'ATP6V0A4', 'ATP6V1E2', 'BBOF1', 'BCL3', 'CA12', 'CAPN9', 'CCDC63', 'CHML', 'CLK3P2', 'CNKSR2', 'COL6A5', 'COL8A2', 'CRAT', 'CREB3L1', 'CRTAC1', 'CYP2A6', 'CYP2A7', 'CYP7B1', 'DLG5', 'DLL3', 'DNAH14', 'DNAJC6', 'E2F6', 'EGFEM1P', 'FAM89A', 'FITM1', 'FMN2', 'GABPB2', 'GART', 'GPR68', 'HMGA1', 'HOTAIR', 'HOXC11', 'HS3ST5', 'IGF2BP2', 'IL1R1', 'IQSEC2', 'IRX3', 'KCNH8', 'KCNJ8', 'KCNQ5', 'KIAA1217', 'LDAH', 'LINC00492', 'LINC00626', 'LINC00888', 'LINC00945', 'LINC01411', 'LRIG1', 'LRPPRC', 'LYAR', 'METTL21A', 'NARS2', 'NEDD4L', 'NEGR1', 'NOL4', 'NRG3', 'NUPR1', 'PAX6', 'PLXDC1', 'POLR3G', 'PRAME', 'QDPR', 'RANBP3L', 'RBM11', 'RGS3', 'RIMS2', 'RRP15', 'RXRA', 'SCN9A', 'SEC1P', 'SLAIN1', 'SLC6A15', 'SLC7A8', 'SLC9A3R2', 'SMIM13', 'SMIM14', 'SNCA', 'SYT9', 'TESK1', 'TGFB3', 'TMCC2', 'TMEM108', 'TMEM74', 'TMEM8B', 'TMSB4X', 'TP53I11', 'TSPAN19', 'TTLL4', 'ZHX2', 'ZNF75D']",100
